customerid,gender,seniorcitizen,partner,dependents,tenure,internetservice,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,churn_label,segmento_antiguedad,score_servicios,ratio_cargo_antiguedad,segmento_valor,flag_contrato_mensual,flag_pago_riesgo,cltv_proyectado_24m,prob_churn,pred_churn,nivel_riesgo
4433-JCGCG,Male,1,Yes,No,46,Fiber optic,Month-to-month,Yes,Electronic check,101.0,4680.05,1,Yes,Maduro (36m+),3,2.2,Alto,1,1,2424.0,0.7386162805581655,1,Alto
3716-BDVDB,Male,0,No,No,1,Fiber optic,Month-to-month,Yes,Electronic check,69.1,69.1,1,Yes,Nuevo (0-12m),0,69.1,Bajo,1,1,1658.4,0.9141599389149531,1,Alto
7688-AWMDX,Male,0,Yes,No,71,DSL,Two year,No,Bank transfer (automatic),54.5,3778.2,0,No,Maduro (36m+),2,0.77,Alto,0,0,1308.0,0.030551793209220683,0,Bajo
2842-BCQGE,Male,0,No,No,43,Fiber optic,Month-to-month,Yes,Credit card (automatic),75.35,3161.4,0,No,Maduro (36m+),0,1.75,Alto,1,0,1808.4,0.4983612134248249,0,Medio
7244-QWYHG,Male,0,Yes,No,50,DSL,One year,Yes,Bank transfer (automatic),44.45,2188.45,0,No,Maduro (36m+),3,0.89,Alto,0,0,1066.8,0.09874286447735013,0,Bajo
5899-MQZZL,Female,0,No,No,13,Fiber optic,Month-to-month,Yes,Mailed check,75.0,999.45,1,Yes,En desarrollo (13-36m),0,5.77,Medio,1,0,1800.0,0.6762193188666287,1,Medio
6849-OYAMU,Male,0,Yes,Yes,19,Fiber optic,One year,No,Bank transfer (automatic),100.0,1888.65,1,Yes,En desarrollo (13-36m),4,5.26,Medio,0,0,2400.0,0.41526346412114423,0,Medio
5312-UXESG,Female,0,No,No,41,Fiber optic,Month-to-month,No,Bank transfer (automatic),98.05,3990.6,0,No,Maduro (36m+),3,2.39,Alto,1,0,2353.2,0.5587734050605991,1,Medio
9488-HGMJH,Female,1,No,No,1,Fiber optic,Month-to-month,Yes,Electronic check,71.15,71.15,1,Yes,Nuevo (0-12m),0,71.15,Bajo,1,1,1707.6,0.9080842710159154,1,Alto
6038-GCYEC,Female,0,No,No,24,DSL,Month-to-month,Yes,Credit card (automatic),54.15,1240.25,1,Yes,En desarrollo (13-36m),4,2.26,Medio,1,0,1299.6,0.41070495151569814,0,Medio
2150-WLKUW,Female,0,Yes,No,40,DSL,One year,No,Bank transfer (automatic),63.9,2635.0,0,No,Maduro (36m+),2,1.6,Alto,0,0,1533.6,0.11434706223422525,0,Bajo
7159-FVYPK,Female,0,Yes,Yes,3,DSL,Month-to-month,Yes,Bank transfer (automatic),69.15,235.0,0,No,Nuevo (0-12m),3,23.05,Bajo,1,0,1659.6,0.5023515722020278,1,Medio
7032-LMBHI,Female,0,No,No,37,DSL,One year,No,Bank transfer (automatic),64.65,2347.85,0,No,Maduro (36m+),2,1.75,Alto,0,0,1551.6,0.15915353327368073,0,Bajo
1150-WFARN,Female,0,Yes,Yes,67,Fiber optic,Two year,Yes,Credit card (automatic),108.75,7156.2,1,Yes,Maduro (36m+),5,1.62,Premium,0,0,2610.0,0.22368878203437564,0,Bajo
6088-BXMRG,Female,0,Yes,Yes,32,Fiber optic,Month-to-month,Yes,Electronic check,98.85,3089.6,0,No,En desarrollo (13-36m),3,3.09,Alto,1,1,2372.4,0.6729388676332756,1,Medio
3144-AUDBS,Female,0,Yes,No,6,DSL,Month-to-month,Yes,Electronic check,49.15,270.8,1,Yes,Nuevo (0-12m),1,8.19,Bajo,1,1,1179.6,0.676660320344884,1,Medio
4821-SJHJV,Female,0,Yes,Yes,32,Fiber optic,Month-to-month,No,Electronic check,89.6,2901.8,0,No,En desarrollo (13-36m),2,2.8,Alto,1,1,2150.4,0.5602398535044926,1,Medio
7346-MEDWM,Female,0,No,No,59,Fiber optic,Month-to-month,Yes,Electronic check,83.25,4949.1,0,No,Maduro (36m+),2,1.41,Alto,1,1,1998.0,0.402740186409492,0,Medio
1137-DGOWI,Female,0,Yes,No,30,DSL,One year,No,Bank transfer (automatic),70.25,2198.9,0,No,En desarrollo (13-36m),4,2.34,Alto,0,0,1686.0,0.10753635666722916,0,Bajo
5616-PRTNT,Male,0,No,Yes,20,No,Month-to-month,Yes,Electronic check,19.4,374.5,1,Yes,En desarrollo (13-36m),0,0.97,Bajo,1,1,465.6,0.4076511502066878,0,Medio
3812-LRZIR,Female,0,Yes,Yes,27,No,Two year,No,Electronic check,24.5,761.95,0,No,En desarrollo (13-36m),0,0.91,Medio,0,1,588.0,0.17241481621308752,0,Bajo
4818-QIUFN,Female,1,No,No,20,Fiber optic,Month-to-month,Yes,Electronic check,79.15,1520.9,1,Yes,En desarrollo (13-36m),1,3.96,Medio,1,1,1899.6,0.7473952009895599,1,Alto
9483-GCPWE,Male,0,No,Yes,9,No,One year,No,Mailed check,20.1,190.25,0,No,Nuevo (0-12m),0,2.23,Bajo,0,0,482.4,0.04307177082081541,0,Bajo
4227-OJHAL,Female,0,Yes,Yes,68,DSL,One year,Yes,Credit card (automatic),73.0,5163.0,0,No,Maduro (36m+),4,1.07,Premium,0,0,1752.0,0.16242745354008833,0,Bajo
9220-CXRSC,Female,0,Yes,Yes,69,DSL,Two year,No,Credit card (automatic),61.4,4059.85,0,No,Maduro (36m+),2,0.89,Alto,0,0,1473.6,0.04132453290627904,0,Bajo
4993-JCRGJ,Male,0,No,No,26,Fiber optic,Month-to-month,Yes,Mailed check,84.3,2281.6,0,No,En desarrollo (13-36m),2,3.24,Alto,1,0,2023.2,0.6051083887786648,1,Medio
9537-JALFH,Male,0,Yes,Yes,69,No,Two year,No,Bank transfer (automatic),19.9,1356.7,0,No,Maduro (36m+),0,0.29,Medio,0,0,477.6,0.005316766278575355,0,Bajo
6698-OXETB,Male,0,No,No,11,No,Two year,No,Mailed check,20.4,231.45,0,No,Nuevo (0-12m),0,1.85,Bajo,0,0,489.6,0.03697918427917074,0,Bajo
2103-ZRXFN,Male,0,No,No,1,DSL,Month-to-month,No,Mailed check,50.75,50.75,0,No,Nuevo (0-12m),0,50.75,Bajo,1,0,1218.0,0.7233553513821461,1,Alto
3724-BSCVH,Male,0,Yes,Yes,10,No,One year,No,Mailed check,20.45,242.4,0,No,Nuevo (0-12m),0,2.04,Bajo,0,0,490.8,0.060106295671828694,0,Bajo
4877-TSOFF,Female,0,Yes,Yes,55,DSL,One year,Yes,Bank transfer (automatic),75.75,4264.25,0,No,Maduro (36m+),4,1.38,Alto,0,0,1818.0,0.08485660042716059,0,Bajo
9209-NWPGU,Male,0,No,No,44,DSL,One year,No,Electronic check,65.4,2774.55,0,No,Maduro (36m+),3,1.49,Alto,0,1,1569.6,0.15217012513660097,0,Bajo
6961-VCPMC,Male,1,Yes,No,46,Fiber optic,Month-to-month,Yes,Electronic check,80.4,3605.2,1,Yes,Maduro (36m+),1,1.75,Alto,1,1,1929.6,0.6722273472308911,1,Medio
7306-YDSOI,Male,0,Yes,Yes,69,DSL,Two year,Yes,Bank transfer (automatic),59.75,4069.9,0,No,Maduro (36m+),3,0.87,Alto,0,0,1434.0,0.036444025666259906,0,Bajo
5288-AHOUP,Male,1,No,No,11,Fiber optic,Month-to-month,Yes,Electronic check,78.5,874.2,0,No,Nuevo (0-12m),1,7.14,Medio,1,1,1884.0,0.7427832490706513,1,Alto
6688-UZPWD,Female,0,Yes,No,11,Fiber optic,Month-to-month,Yes,Electronic check,102.0,1145.35,1,Yes,Nuevo (0-12m),3,9.27,Medio,1,1,2448.0,0.8997633837077036,1,Alto
0655-YDGFJ,Male,0,No,No,29,DSL,Month-to-month,No,Bank transfer (automatic),48.95,1323.7,0,No,En desarrollo (13-36m),1,1.69,Medio,1,0,1174.8,0.2899985882221458,0,Bajo
8468-EHYJA,Female,0,Yes,No,57,Fiber optic,Month-to-month,Yes,Electronic check,99.65,5497.05,0,No,Maduro (36m+),3,1.75,Premium,1,1,2391.6,0.5787763523785135,1,Medio
6823-SIDFQ,Male,0,No,No,28,No,One year,No,Credit card (automatic),18.25,534.7,0,No,En desarrollo (13-36m),0,0.65,Medio,0,0,438.0,0.009929055736263034,0,Bajo
1097-FSPVW,Female,0,No,No,42,DSL,Month-to-month,No,Credit card (automatic),54.55,2455.05,0,No,Maduro (36m+),2,1.3,Alto,1,0,1309.2,0.3307844639144028,0,Bajo
2839-RFSQE,Female,0,No,No,2,No,Month-to-month,No,Mailed check,20.65,38.7,1,Yes,Nuevo (0-12m),0,10.32,Bajo,1,0,495.6,0.2362830367379022,0,Bajo
8328-SKJNO,Male,0,No,Yes,23,DSL,One year,No,Bank transfer (automatic),40.65,947.4,0,No,En desarrollo (13-36m),3,1.77,Medio,0,0,975.6,0.13369550914229233,0,Bajo
7010-ZMVBF,Female,0,Yes,Yes,18,No,Month-to-month,No,Mailed check,20.45,357.0,0,No,En desarrollo (13-36m),0,1.14,Bajo,1,0,490.8,0.10503839889070896,0,Bajo
5201-CBWYG,Male,0,Yes,Yes,62,No,One year,No,Bank transfer (automatic),24.8,1476.25,0,No,Maduro (36m+),0,0.4,Medio,0,0,595.2,0.019345362227913852,0,Bajo
0968-GSIKN,Female,0,No,No,1,Fiber optic,Month-to-month,Yes,Mailed check,70.8,70.8,1,Yes,Nuevo (0-12m),0,70.8,Bajo,1,0,1699.2,0.8993114028960528,1,Alto
1965-DDBWU,Male,0,No,No,16,Fiber optic,Month-to-month,Yes,Credit card (automatic),89.05,1448.6,1,Yes,En desarrollo (13-36m),2,5.57,Medio,1,0,2137.2,0.6812297457747846,1,Medio
9057-SIHCH,Female,0,No,No,3,Fiber optic,Month-to-month,Yes,Electronic check,96.6,291.9,1,Yes,Nuevo (0-12m),2,32.2,Bajo,1,1,2318.4,0.8959435994977722,1,Alto
6352-GIGGQ,Male,0,No,No,67,DSL,One year,Yes,Bank transfer (automatic),88.8,5903.15,0,No,Maduro (36m+),6,1.33,Premium,0,0,2131.2,0.12488097904135564,0,Bajo
3635-QQRQD,Male,0,No,No,62,No,Two year,Yes,Credit card (automatic),20.05,1201.65,0,No,Maduro (36m+),0,0.32,Medio,0,0,481.2,0.010648209918509536,0,Bajo
6771-XWBDM,Female,0,Yes,No,57,Fiber optic,Month-to-month,Yes,Credit card (automatic),104.5,5921.35,1,Yes,Maduro (36m+),4,1.83,Premium,1,0,2508.0,0.5821401863211088,1,Medio
2897-DOVND,Male,0,No,No,2,Fiber optic,Month-to-month,Yes,Electronic check,69.8,146.65,0,No,Nuevo (0-12m),0,34.9,Bajo,1,1,1675.2,0.7917509821378542,1,Alto
3082-YVEKW,Female,0,Yes,Yes,23,DSL,Two year,Yes,Bank transfer (automatic),77.15,1759.4,0,No,En desarrollo (13-36m),4,3.35,Medio,0,0,1851.6,0.09657693317431497,0,Bajo
0191-EQUUH,Female,0,No,Yes,25,DSL,Two year,No,Bank transfer (automatic),35.05,844.45,0,No,En desarrollo (13-36m),2,1.4,Medio,0,0,841.2,0.06838991047423976,0,Bajo
7134-HBPBS,Female,1,No,No,72,Fiber optic,Two year,Yes,Bank transfer (automatic),108.1,7774.05,0,No,Maduro (36m+),5,1.5,Premium,0,0,2594.4,0.07820105986832322,0,Bajo
3489-HHPFY,Female,0,Yes,No,2,Fiber optic,Month-to-month,Yes,Electronic check,84.05,134.05,0,No,Nuevo (0-12m),1,42.02,Bajo,1,1,2017.2,0.7918943793462131,1,Alto
2926-JEJJC,Female,0,No,No,8,No,One year,Yes,Bank transfer (automatic),20.2,140.95,0,No,Nuevo (0-12m),0,2.52,Bajo,0,0,484.8,0.12552382854818003,0,Bajo
8601-QACRS,Female,0,No,No,5,DSL,Month-to-month,Yes,Mailed check,50.6,249.95,1,Yes,Nuevo (0-12m),0,10.12,Bajo,1,0,1214.4,0.5613086585715675,1,Medio
4950-BDEUX,Male,0,No,No,35,DSL,Month-to-month,No,Electronic check,49.2,1701.65,0,No,En desarrollo (13-36m),3,1.41,Medio,1,1,1180.8,0.2520345194410283,0,Bajo
5789-LDFXO,Male,0,No,No,24,No,One year,No,Electronic check,24.6,592.65,0,No,En desarrollo (13-36m),0,1.03,Medio,0,1,590.4,0.07224886917674715,0,Bajo
0508-OOLTO,Female,0,Yes,Yes,2,Fiber optic,Month-to-month,Yes,Electronic check,71.65,135.75,0,No,Nuevo (0-12m),0,35.83,Bajo,1,1,1719.6,0.7542443052005149,1,Alto
2984-TBYKU,Male,0,Yes,Yes,72,Fiber optic,Two year,Yes,Credit card (automatic),104.9,7732.65,0,No,Maduro (36m+),5,1.46,Premium,0,0,2517.6,0.11795498739613128,0,Bajo
9822-WMWVG,Female,0,No,No,41,Fiber optic,Month-to-month,Yes,Electronic check,106.5,4282.4,0,No,Maduro (36m+),5,2.6,Alto,1,1,2556.0,0.603606221380447,1,Medio
2391-SOORI,Male,0,No,Yes,4,DSL,Month-to-month,No,Electronic check,49.35,219.65,1,Yes,Nuevo (0-12m),1,12.34,Bajo,1,1,1184.4,0.6374680034177518,1,Medio
9040-KZVWO,Male,0,No,No,26,Fiber optic,One year,No,Bank transfer (automatic),75.5,2018.1,0,No,En desarrollo (13-36m),1,2.9,Alto,0,0,1812.0,0.1538454466035307,0,Bajo
2645-QTLMB,Male,0,No,No,7,Fiber optic,Month-to-month,Yes,Electronic check,94.25,669.0,1,Yes,Nuevo (0-12m),3,13.46,Medio,1,1,2262.0,0.8925131687018992,1,Alto
4806-HIPDW,Female,0,Yes,No,1,Fiber optic,Month-to-month,Yes,Electronic check,68.95,68.95,1,Yes,Nuevo (0-12m),0,68.95,Bajo,1,1,1654.8,0.9045485576308948,1,Alto
1548-ARAGG,Female,0,Yes,Yes,4,DSL,Month-to-month,Yes,Mailed check,58.5,224.85,0,No,Nuevo (0-12m),2,14.63,Bajo,1,0,1404.0,0.4898119115876309,0,Medio
6339-RZCBJ,Male,0,No,No,48,DSL,Two year,No,Credit card (automatic),78.9,3771.5,0,No,Maduro (36m+),5,1.64,Alto,0,0,1893.6,0.062414634649327096,0,Bajo
4424-TKOPW,Male,1,No,No,2,Fiber optic,Month-to-month,Yes,Electronic check,93.85,196.75,1,Yes,Nuevo (0-12m),2,46.92,Bajo,1,1,2252.4,0.908113389293119,1,Alto
4415-WNGVR,Female,1,Yes,No,12,DSL,One year,Yes,Electronic check,79.2,943.85,0,No,Nuevo (0-12m),5,6.6,Medio,0,1,1900.8,0.22348178214115677,0,Bajo
2522-AHJXR,Male,0,Yes,No,60,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),109.45,6572.85,0,No,Maduro (36m+),5,1.82,Premium,1,0,2626.8,0.37798436790912615,0,Bajo
0412-UCCNP,Male,0,No,No,55,DSL,Two year,Yes,Electronic check,59.2,3175.85,0,No,Maduro (36m+),3,1.08,Alto,0,1,1420.8,0.136405042093741,0,Bajo
1816-FLZDK,Male,0,No,No,1,DSL,Month-to-month,No,Mailed check,29.15,29.15,0,No,Nuevo (0-12m),1,29.15,Bajo,1,0,699.6,0.6776389721566386,1,Medio
7096-UCLNH,Male,0,No,No,1,No,Month-to-month,No,Mailed check,20.05,20.05,0,No,Nuevo (0-12m),0,20.05,Bajo,1,0,481.2,0.6428768453801141,1,Medio
8443-ZRDBZ,Male,0,No,No,4,Fiber optic,Month-to-month,Yes,Electronic check,76.05,318.9,1,Yes,Nuevo (0-12m),0,19.01,Bajo,1,1,1825.2,0.857404697332679,1,Alto
9136-ALYBR,Male,0,No,No,1,DSL,Month-to-month,Yes,Mailed check,24.45,24.45,1,Yes,Nuevo (0-12m),0,24.45,Bajo,1,0,586.8,0.7154282496282964,1,Alto
4615-PIVVU,Female,0,No,No,42,DSL,Two year,No,Credit card (automatic),66.5,2762.75,0,No,Maduro (36m+),3,1.58,Alto,0,0,1596.0,0.07342478313531851,0,Bajo
8885-QSQBX,Female,0,No,No,1,DSL,Month-to-month,No,Bank transfer (automatic),49.55,49.55,0,No,Nuevo (0-12m),1,49.55,Bajo,1,0,1189.2,0.6310742322478099,1,Medio
7479-NITWS,Male,0,No,No,7,Fiber optic,Month-to-month,Yes,Credit card (automatic),89.35,631.85,1,Yes,Nuevo (0-12m),2,12.76,Medio,1,0,2144.4,0.8794338193871276,1,Alto
8617-ENBDS,Male,0,No,No,3,Fiber optic,Month-to-month,Yes,Credit card (automatic),73.6,232.5,0,No,Nuevo (0-12m),1,24.53,Bajo,1,0,1766.4,0.8221627173168564,1,Alto
9385-NXKDA,Female,0,Yes,No,72,DSL,Two year,Yes,Credit card (automatic),82.65,5919.35,0,No,Maduro (36m+),5,1.15,Premium,0,0,1983.6,0.0282338934355613,0,Bajo
0430-IHCDJ,Male,0,No,No,15,DSL,Month-to-month,Yes,Electronic check,49.0,749.25,0,No,En desarrollo (13-36m),0,3.27,Medio,1,1,1176.0,0.6698142889743605,1,Medio
2959-MJHIC,Male,0,Yes,No,4,Fiber optic,Month-to-month,Yes,Electronic check,80.35,307.4,1,Yes,Nuevo (0-12m),1,20.09,Bajo,1,1,1928.4,0.8607783466520782,1,Alto
6674-KVJHG,Female,0,No,No,11,No,One year,No,Electronic check,25.2,245.15,0,No,Nuevo (0-12m),0,2.29,Bajo,0,1,604.8,0.04570602697833967,0,Bajo
1814-DKOLC,Female,0,No,No,5,No,Month-to-month,No,Mailed check,25.45,134.75,0,No,Nuevo (0-12m),0,5.09,Bajo,1,0,610.8,0.2987999373602642,0,Bajo
4201-JMNGR,Female,1,No,No,1,DSL,Month-to-month,Yes,Electronic check,55.8,55.8,1,Yes,Nuevo (0-12m),2,55.8,Bajo,1,1,1339.2,0.7947339213853535,1,Alto
9351-HXDMR,Male,0,Yes,No,72,Fiber optic,Two year,Yes,Credit card (automatic),110.9,8240.85,0,No,Maduro (36m+),5,1.54,Premium,0,0,2661.6,0.07118832988200433,0,Bajo
3537-HPKQT,Female,0,Yes,No,55,Fiber optic,Month-to-month,Yes,Credit card (automatic),77.75,4266.4,0,No,Maduro (36m+),1,1.41,Alto,1,0,1866.0,0.36283436749544334,0,Bajo
2129-ALKBS,Female,0,Yes,Yes,40,No,Month-to-month,Yes,Electronic check,26.2,1077.5,0,No,Maduro (36m+),0,0.66,Medio,1,1,628.8,0.15733622500915145,0,Bajo
5821-MMEIL,Female,0,Yes,No,57,No,Two year,No,Bank transfer (automatic),19.9,1115.6,0,No,Maduro (36m+),0,0.35,Medio,0,0,477.6,0.012464705874590342,0,Bajo
5960-WPXQM,Male,0,No,No,1,Fiber optic,Month-to-month,Yes,Electronic check,79.05,79.05,1,Yes,Nuevo (0-12m),1,79.05,Bajo,1,1,1897.2,0.9428446287579293,1,Alto
0684-AOSIH,Male,0,Yes,No,1,Fiber optic,Month-to-month,Yes,Electronic check,95.0,95.0,1,Yes,Nuevo (0-12m),3,95.0,Bajo,1,1,2280.0,0.9339621791547563,1,Alto
8260-NGFNY,Female,0,No,No,1,DSL,Month-to-month,No,Mailed check,25.2,25.2,1,Yes,Nuevo (0-12m),0,25.2,Bajo,1,0,604.8,0.689179898015132,1,Medio
1309-XGFSN,Male,1,Yes,Yes,52,DSL,One year,Yes,Electronic check,80.85,4079.55,0,No,Maduro (36m+),4,1.55,Alto,0,1,1940.4,0.19863907671433234,0,Bajo
1866-RZZQS,Male,1,No,No,41,Fiber optic,Month-to-month,Yes,Electronic check,98.4,4187.75,1,Yes,Maduro (36m+),3,2.4,Alto,1,1,2361.6,0.7838875291743312,1,Alto
6968-URWQU,Male,0,Yes,No,43,DSL,One year,Yes,Mailed check,56.35,2391.15,0,No,Maduro (36m+),1,1.31,Alto,0,0,1352.4,0.16226030218981508,0,Bajo
4742-TXUEX,Female,0,Yes,Yes,47,No,Two year,No,Bank transfer (automatic),19.3,890.5,0,No,Maduro (36m+),0,0.41,Medio,0,0,463.2,0.013991182483923335,0,Bajo
9631-XEYKE,Male,0,No,No,3,DSL,Month-to-month,No,Bank transfer (automatic),50.4,137.25,0,No,Nuevo (0-12m),0,16.8,Bajo,1,0,1209.6,0.6574132551328441,1,Medio
8631-NBHFZ,Male,1,Yes,Yes,66,DSL,Two year,No,Credit card (automatic),79.4,5154.6,1,Yes,Maduro (36m+),5,1.2,Premium,0,0,1905.6,0.25308573255968625,0,Bajo
1335-MXCSE,Male,0,Yes,Yes,55,DSL,Two year,Yes,Credit card (automatic),55.25,3119.9,0,No,Maduro (36m+),2,1.0,Alto,0,0,1326.0,0.053296138044076756,0,Bajo
8873-TMKGR,Male,0,No,No,29,No,One year,No,Mailed check,19.1,529.5,0,No,En desarrollo (13-36m),0,0.66,Medio,0,0,458.4,0.009241508798539229,0,Bajo
8800-JOOCF,Female,0,No,Yes,12,Fiber optic,Month-to-month,Yes,Electronic check,84.05,966.55,0,No,Nuevo (0-12m),1,7.0,Medio,1,1,2017.2,0.7440389571063303,1,Alto
1469-LBJQJ,Female,0,Yes,No,66,Fiber optic,Month-to-month,Yes,Electronic check,105.2,6936.85,0,No,Maduro (36m+),4,1.59,Premium,1,1,2524.8,0.579263370316932,1,Medio
4958-XCBDQ,Male,1,No,No,35,Fiber optic,Month-to-month,Yes,Electronic check,101.4,3496.3,1,Yes,En desarrollo (13-36m),3,2.9,Alto,1,1,2433.6,0.7530749241343796,1,Alto
8337-UPOAQ,Male,1,Yes,No,10,Fiber optic,Month-to-month,Yes,Electronic check,89.8,914.3,1,Yes,Nuevo (0-12m),2,8.98,Medio,1,1,2155.2,0.875107861411363,1,Alto
0064-YIJGF,Male,0,Yes,Yes,27,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),75.75,1929.0,0,No,En desarrollo (13-36m),0,2.81,Medio,1,0,1818.0,0.5175149513897739,1,Medio
2386-OWURY,Female,0,No,No,58,Fiber optic,Month-to-month,Yes,Electronic check,95.3,5817.7,0,No,Maduro (36m+),3,1.64,Premium,1,1,2287.2,0.49591636104930825,0,Medio
1725-IQNIY,Male,0,Yes,No,54,Fiber optic,Two year,No,Bank transfer (automatic),109.75,6110.2,1,Yes,Maduro (36m+),6,2.03,Premium,0,0,2634.0,0.4661138484678338,0,Medio
0310-VQXAM,Male,0,No,No,9,No,Month-to-month,No,Mailed check,19.85,178.8,0,No,Nuevo (0-12m),0,2.21,Bajo,1,0,476.4,0.2174908109077196,0,Bajo
6598-RFFVI,Male,0,No,No,2,No,One year,No,Credit card (automatic),19.3,28.3,1,Yes,Nuevo (0-12m),0,9.65,Bajo,0,0,463.2,0.04852079074247892,0,Bajo
3453-RTHJQ,Male,0,No,No,6,Fiber optic,Month-to-month,Yes,Electronic check,69.1,435.0,0,No,Nuevo (0-12m),0,11.52,Bajo,1,1,1658.4,0.678604206087289,1,Medio
6712-OAWRH,Female,1,No,No,26,Fiber optic,Month-to-month,Yes,Electronic check,91.25,2351.8,1,Yes,En desarrollo (13-36m),2,3.51,Alto,1,1,2190.0,0.7593680466758606,1,Alto
6278-FEPBZ,Female,0,No,No,9,No,Month-to-month,No,Mailed check,20.25,186.15,0,No,Nuevo (0-12m),0,2.25,Bajo,1,0,486.0,0.24075200477052955,0,Bajo
4280-DLSHD,Male,0,Yes,No,8,DSL,Month-to-month,Yes,Mailed check,54.75,445.85,0,No,Nuevo (0-12m),2,6.84,Bajo,1,0,1314.0,0.39535803445376044,0,Bajo
1508-DFXCU,Male,0,No,No,12,Fiber optic,Month-to-month,Yes,Electronic check,81.45,912.0,0,No,Nuevo (0-12m),1,6.79,Medio,1,1,1954.8,0.7805224134073643,1,Alto
8614-VGMMV,Female,0,No,No,15,DSL,Month-to-month,Yes,Electronic check,49.1,679.55,1,Yes,En desarrollo (13-36m),0,3.27,Medio,1,1,1178.4,0.6583644997619832,1,Medio
7868-BGSZA,Male,0,Yes,No,43,DSL,One year,Yes,Electronic check,80.2,3581.6,0,No,Maduro (36m+),4,1.87,Alto,0,1,1924.8,0.2385307273088542,0,Bajo
2800-QQUSO,Male,0,No,No,42,Fiber optic,Month-to-month,Yes,Electronic check,100.3,4222.95,0,No,Maduro (36m+),3,2.39,Alto,1,1,2407.2,0.7758758388348599,1,Alto
2930-UOTMB,Female,0,No,No,31,DSL,Month-to-month,No,Credit card (automatic),65.25,1994.3,1,Yes,En desarrollo (13-36m),3,2.1,Medio,1,0,1566.0,0.22589091616644855,0,Bajo
7973-DZRKH,Female,0,No,Yes,66,Fiber optic,Two year,Yes,Credit card (automatic),90.95,5930.05,0,No,Maduro (36m+),3,1.38,Premium,0,0,2182.8,0.07349875397586303,0,Bajo
5914-DVBWJ,Female,1,No,No,18,Fiber optic,Month-to-month,Yes,Electronic check,85.45,1505.85,1,Yes,En desarrollo (13-36m),2,4.75,Medio,1,1,2050.8,0.794411171561162,1,Alto
7698-YFGEZ,Male,0,No,No,1,No,Month-to-month,No,Mailed check,20.0,20.0,0,No,Nuevo (0-12m),0,20.0,Bajo,1,0,480.0,0.642102073124655,1,Medio
2533-QVMSK,Male,0,Yes,No,61,Fiber optic,Two year,Yes,Electronic check,94.1,5638.3,1,Yes,Maduro (36m+),3,1.54,Premium,0,1,2258.4,0.18906260261560737,0,Bajo
9773-PEQBZ,Male,0,No,No,10,Fiber optic,Month-to-month,No,Electronic check,79.85,797.25,0,No,Nuevo (0-12m),1,7.98,Medio,1,1,1916.4,0.687261177705111,1,Medio
8644-XLFBW,Male,1,No,No,1,Fiber optic,Month-to-month,Yes,Electronic check,71.65,71.65,1,Yes,Nuevo (0-12m),0,71.65,Bajo,1,1,1719.6,0.9109381719763213,1,Alto
0650-BWOZN,Female,1,No,No,18,Fiber optic,Month-to-month,Yes,Electronic check,73.55,1359.45,0,No,En desarrollo (13-36m),1,4.09,Medio,1,1,1765.2,0.6415208050330036,1,Medio
8625-AZYZY,Male,0,Yes,No,24,Fiber optic,Month-to-month,Yes,Electronic check,104.65,2542.45,1,Yes,En desarrollo (13-36m),4,4.36,Alto,1,1,2511.6,0.8154699104923925,1,Alto
7785-RDVIG,Female,0,Yes,Yes,3,No,Month-to-month,No,Mailed check,19.3,54.7,0,No,Nuevo (0-12m),0,6.43,Bajo,1,0,463.2,0.19248755249606941,0,Bajo
9602-WCXPI,Male,0,No,No,50,No,One year,No,Credit card (automatic),20.15,989.05,0,No,Maduro (36m+),0,0.4,Medio,0,0,483.6,0.012286987729388332,0,Bajo
2903-YYTBW,Male,0,Yes,Yes,1,DSL,Month-to-month,No,Electronic check,44.55,44.55,0,No,Nuevo (0-12m),0,44.55,Bajo,1,1,1069.2,0.7343104190258546,1,Alto
3620-MWJNE,Male,0,No,No,2,DSL,Month-to-month,Yes,Mailed check,54.45,87.3,0,No,Nuevo (0-12m),2,27.23,Bajo,1,0,1306.8,0.7558699323278958,1,Alto
8573-JGCZW,Male,0,No,No,17,No,One year,Yes,Bank transfer (automatic),19.65,351.55,0,No,En desarrollo (13-36m),0,1.16,Bajo,0,0,471.6,0.04569457811212722,0,Bajo
6837-HAEVO,Male,0,Yes,Yes,69,Fiber optic,Two year,Yes,Electronic check,105.0,7297.75,0,No,Maduro (36m+),4,1.52,Premium,0,1,2520.0,0.2649088444158819,0,Bajo
6701-YVNQG,Male,0,Yes,No,72,DSL,Two year,Yes,Credit card (automatic),88.7,6301.7,0,No,Maduro (36m+),6,1.23,Premium,0,0,2128.8,0.01751380378564046,0,Bajo
9306-CPCBC,Female,0,No,No,3,Fiber optic,Month-to-month,Yes,Electronic check,74.25,210.3,1,Yes,Nuevo (0-12m),0,24.75,Bajo,1,1,1782.0,0.8446588804017626,1,Alto
4304-XUMGI,Male,1,Yes,Yes,50,DSL,Two year,Yes,Bank transfer (automatic),75.15,3822.45,0,No,Maduro (36m+),4,1.5,Alto,0,0,1803.6,0.08479835308843105,0,Bajo
9504-YAZWB,Female,0,No,No,53,No,Two year,No,Mailed check,20.25,1048.45,0,No,Maduro (36m+),0,0.38,Medio,0,0,486.0,0.04016770233451724,0,Bajo
